编号,性别,年龄,参数1,参数2,参数3,入股时间,参数4,股票,参数5,参数6
264743,Female,18,1,48,1,< 1 Year,No,13502.5,1064,4590
336789,Male,39,1,19,0,> 2 Years,Yes,13270,868,3825
620213,Male,49,1,36,1,1-2 Year,No,1315,182,1734
469054,Female,16,1,22,1,< 1 Year,No,19178.5,1064,3485
467478,Male,34,1,18,0,1-2 Year,No,16215,868,3774
358402,Female,19,1,37,1,< 1 Year,No,14073.5,1064,1904
285609,Male,15,1,22,1,< 1 Year,No,26502.5,1064,2346
526869,Female,48,1,35,0,1-2 Year,Yes,1315,182,3332
600942,Male,19,1,35,1,< 1 Year,No,25727.5,1064,2244
419972,Male,33,1,35,1,1-2 Year,No,22970.5,182,3315
652954,Female,22,1,48,1,< 1 Year,No,23086,1064,4284
440014,Female,43,1,35,0,1-2 Year,No,15751,868,2737
339287,Male,47,1,35,1,1-2 Year,Yes,50669,182,442
437716,Female,15,1,18,0,< 1 Year,No,16047.5,1064,1326
593910,Male,32,1,57,1,1-2 Year,No,1315,56,2278
360477,Female,19,1,44,0,< 1 Year,Yes,10583,1064,901
442094,Male,22,1,24,0,1-2 Year,Yes,14030.5,868,3451
421605,Male,20,1,48,1,< 1 Year,No,10515,1064,4301
321511,Female,13,1,22,0,< 1 Year,Yes,12472,1120,799
551734,Female,17,1,22,0,< 1 Year,No,1315,1120,4573
397783,Female,34,1,10,1,1-2 Year,No,21095.5,182,3026
261308,Female,73,1,53,1,1-2 Year,No,15190.5,182,2142
410235,Female,21,1,17,0,< 1 Year,Yes,14820,1064,4046
242553,Male,56,1,35,1,1-2 Year,No,32551,182,5032
590258,Male,39,1,35,0,1-2 Year,Yes,1315,182,1496
319928,Female,32,1,35,0,1-2 Year,Yes,16164,868,4352
317256,Male,14,1,35,0,< 1 Year,No,1315,1064,5083
693804,Male,43,1,35,0,1-2 Year,Yes,1315,182,2516
204419,Female,38,1,35,0,> 2 Years,Yes,42893,182,816
594571,Male,42,1,46,0,> 2 Years,Yes,14776.5,868,4420
352557,Male,35,1,37,1,1-2 Year,No,1315,1064,5032
468906,Female,22,1,15,1,< 1 Year,No,21142,1064,4386
396245,Female,17,1,43,1,< 1 Year,No,1315,1120,1054
301332,Male,33,1,44,0,1-2 Year,Yes,1315,868,2550
475913,Female,14,1,15,0,< 1 Year,Yes,15421.5,1064,3230
444902,Female,14,1,48,1,< 1 Year,No,18630,1120,272
305868,Male,62,1,35,1,1-2 Year,No,16977,868,2737
266953,Male,30,1,43,1,1-2 Year,Yes,1315,1092,1428
553542,Female,14,1,42,1,< 1 Year,No,16318.5,1120,2975
326124,Female,27,1,10,0,1-2 Year,Yes,1315,1092,4743
361912,Female,14,1,53,1,< 1 Year,No,13867.5,1120,1156
261875,Female,52,1,35,0,1-2 Year,Yes,1315,868,3995
437112,Male,67,1,7,0,1-2 Year,Yes,1315,182,1768
700289,Male,55,1,35,1,1-2 Year,No,15613.5,182,3604
401742,Female,14,1,37,1,< 1 Year,No,17988.5,1064,935
221022,Female,34,1,36,0,1-2 Year,Yes,15782.5,868,408
258536,Male,20,1,52,1,< 1 Year,No,9978,1064,2788
511692,Male,40,1,35,0,1-2 Year,Yes,28524.5,182,2125
369576,Male,67,1,35,0,1-2 Year,Yes,24175.5,182,4046
534133,Male,42,1,33,1,1-2 Year,No,15618.5,868,170
225036,Female,17,1,32,1,< 1 Year,No,13159.5,1064,2703
565073,Male,39,1,36,0,1-2 Year,No,11190.5,182,4879
311970,Male,57,1,29,0,> 2 Years,Yes,15689.5,182,3723
606814,Male,16,1,50,1,< 1 Year,No,12850,1064,476
467890,Female,18,1,18,1,< 1 Year,No,1315,1120,4148
559922,Male,67,1,35,0,1-2 Year,Yes,21006,182,425
366300,Female,46,1,27,0,1-2 Year,No,1315,854,1513
427610,Male,43,1,35,0,1-2 Year,Yes,19944.5,182,1020
227051,Female,34,1,36,0,1-2 Year,Yes,21521.5,868,2550
212906,Male,58,1,18,0,> 2 Years,Yes,1315,182,1054
501669,Male,37,1,35,0,1-2 Year,Yes,21489.5,868,1513
391931,Female,18,1,36,1,< 1 Year,No,18891.5,1064,3434
252857,Female,32,1,54,0,1-2 Year,Yes,16202.5,868,901
226808,Female,17,1,22,1,< 1 Year,No,16525,1057,646
374601,Male,68,1,53,0,1-2 Year,Yes,16173,637,1904
224346,Female,39,1,35,1,1-2 Year,No,14202,868,3417
584363,Male,22,1,35,0,< 1 Year,Yes,26815.5,868,2244
480370,Male,16,1,40,1,< 1 Year,No,1315,1120,1734
457767,Male,44,1,15,0,1-2 Year,Yes,20398.5,868,442
354454,Male,24,1,57,0,< 1 Year,Yes,1315,1120,1700
606979,Female,31,1,52,1,1-2 Year,No,9646.5,756,4743
311341,Male,32,1,57,0,1-2 Year,Yes,11398,56,3332
449887,Male,13,1,18,0,< 1 Year,Yes,1315,1120,4964
284485,Female,16,1,35,1,< 1 Year,Yes,1315,1120,2057
546921,Male,20,1,41,0,< 1 Year,No,17530,1064,2652
702324,Female,36,1,35,0,1-2 Year,Yes,17481.5,182,4675
467960,Male,15,1,39,0,< 1 Year,Yes,13312.5,1064,561
228255,Male,14,1,37,0,< 1 Year,Yes,18229.5,1064,3706
525237,Male,14,1,35,0,1-2 Year,Yes,25413.5,868,1071
584493,Female,47,1,46,1,1-2 Year,No,14251.5,889,561
423042,Female,55,1,35,0,1-2 Year,Yes,16725,868,4998
371645,Male,17,1,48,1,< 1 Year,No,15961,1064,2176
407790,Male,56,1,40,1,1-2 Year,No,21108,182,2380
501517,Female,32,1,46,0,1-2 Year,Yes,1315,1092,1462
361009,Female,37,1,57,0,1-2 Year,Yes,12471,182,1598
362194,Male,48,1,35,0,1-2 Year,Yes,24219.5,182,1751
517429,Female,50,1,15,0,1-2 Year,Yes,19833.5,868,2924
335668,Female,66,1,35,0,> 2 Years,Yes,30920,182,2057
551716,Male,40,1,35,1,1-2 Year,No,17163,868,4607
386184,Male,36,1,35,1,1-2 Year,No,12583,182,510
286246,Female,55,1,35,0,> 2 Years,Yes,24363.5,182,510
561953,Female,20,1,42,1,< 1 Year,No,1315,1120,255
483653,Female,50,1,35,0,1-2 Year,Yes,24269.5,868,493
226266,Male,16,1,13,1,< 1 Year,No,16443,182,1581
532759,Male,27,1,53,1,1-2 Year,No,16302,182,4828
345783,Male,32,1,14,0,1-2 Year,Yes,15329,182,544
576796,Male,55,1,35,0,> 2 Years,Yes,25583.5,182,3026
511610,Female,65,0,35,0,1-2 Year,Yes,20934.5,868,2737
567205,Male,47,1,57,1,1-2 Year,No,24964.5,56,1156
707178,Male,27,1,35,0,1-2 Year,Yes,14486,868,4930
538030,Female,17,1,48,1,< 1 Year,No,15197,1064,221
521956,Male,52,1,25,0,1-2 Year,Yes,16798.5,868,4369
318758,Male,15,1,40,1,< 1 Year,No,15246.5,1064,2431
709089,Male,30,1,35,0,1-2 Year,Yes,21690.5,182,1428
509119,Male,71,1,15,1,1-2 Year,Yes,16964.5,182,4471
576451,Male,13,1,22,1,< 1 Year,No,13883,1120,2397
302521,Male,50,1,48,0,1-2 Year,Yes,24765.5,182,187
264736,Male,16,1,37,1,< 1 Year,No,18875,1064,255
680361,Male,27,1,35,0,1-2 Year,Yes,19766.5,868,935
562120,Female,31,1,35,0,1-2 Year,Yes,23804.5,182,4539
355397,Female,16,1,21,0,< 1 Year,Yes,12412.5,1064,3604
584557,Male,17,1,52,1,< 1 Year,No,21332.5,1064,1462
669335,Male,41,1,35,0,1-2 Year,Yes,20994.5,182,3026
214342,Female,42,1,15,0,> 2 Years,Yes,36404,182,4709
357474,Female,17,1,48,1,< 1 Year,No,7012,1064,510
664252,Male,28,1,37,0,1-2 Year,Yes,12911,1099,4930
564933,Male,18,1,25,1,< 1 Year,No,20409.5,1064,1343
353735,Male,39,1,15,1,1-2 Year,No,1315,182,3791
436033,Female,66,1,38,0,1-2 Year,Yes,1315,63,1394
382745,Male,50,1,10,1,1-2 Year,No,17831,1064,3774
395483,Male,17,1,15,1,< 1 Year,No,19009,1064,2516
414869,Female,57,1,35,0,1-2 Year,Yes,17978,868,3961
419305,Female,19,1,35,1,< 1 Year,No,19035.5,868,3893
571651,Female,49,1,48,0,1-2 Year,Yes,10241.5,28,544
567012,Female,15,1,35,0,1-2 Year,Yes,30000,854,2907
404486,Female,26,1,37,0,1-2 Year,No,11784,868,4454
383102,Female,14,1,37,1,< 1 Year,No,14695.5,1064,3264
304740,Female,34,1,46,0,1-2 Year,Yes,1315,182,2431
618336,Female,16,1,42,1,< 1 Year,No,17443.5,1064,5083
656866,Female,14,1,53,1,< 1 Year,No,11843,1120,2686
344249,Male,52,1,56,1,1-2 Year,No,15769.5,868,901
325007,Male,41,1,37,0,> 2 Years,Yes,15169,868,3757
538545,Male,18,1,22,1,< 1 Year,No,12307.5,1064,2771
445238,Female,39,1,35,1,1-2 Year,No,28943,182,4760
477032,Female,67,1,55,1,1-2 Year,No,1315,182,2652
434029,Female,37,1,48,0,1-2 Year,Yes,13334,868,3995
455293,Male,69,1,25,0,> 2 Years,Yes,15347,868,1003
252422,Female,14,1,33,1,< 1 Year,No,12202,1064,3706
285916,Male,17,1,21,1,< 1 Year,No,11434,1064,4233
462852,Female,33,1,36,0,1-2 Year,Yes,19528,868,3706
557993,Female,20,1,34,0,< 1 Year,No,1315,1064,1224
659519,Female,33,1,35,0,1-2 Year,Yes,21821,868,765
665305,Male,28,1,46,0,1-2 Year,Yes,20884,868,2244
557184,Female,18,1,35,1,< 1 Year,No,28596,1064,1513
547434,Male,33,1,35,0,1-2 Year,Yes,13098,868,1632
383908,Male,33,1,35,0,1-2 Year,Yes,12426.5,868,544
336969,Female,27,1,35,0,1-2 Year,Yes,25940.5,868,3043
228998,Male,17,1,35,0,< 1 Year,Yes,20506.5,1064,3383
286186,Female,60,1,35,0,> 2 Years,Yes,22613.5,182,1428
296236,Male,43,1,40,1,1-2 Year,Yes,12870.5,966,2975
452769,Male,61,1,35,1,1-2 Year,No,16779,182,646
662860,Male,13,1,15,1,< 1 Year,No,15525,1120,3383
444238,Male,26,1,22,0,< 1 Year,Yes,14050.5,1120,3213
213574,Male,70,1,35,0,1-2 Year,Yes,19081.5,182,1581
357336,Male,16,1,38,1,< 1 Year,No,1315,1064,3502
578334,Female,16,1,46,1,< 1 Year,No,13497,1064,3706
413241,Male,37,1,35,0,1-2 Year,Yes,29146,868,4437
232937,Male,68,1,40,1,1-2 Year,No,17284,168,493
560837,Male,27,1,35,1,1-2 Year,No,34176,1064,3502
261444,Male,16,1,19,1,< 1 Year,No,17369,1064,2584
519887,Male,54,1,32,1,1-2 Year,No,21282.5,175,4845
644509,Male,49,1,36,1,1-2 Year,No,24935,1064,1802
234511,Male,33,1,9,0,1-2 Year,Yes,19221.5,182,4896
325563,Male,17,1,48,1,< 1 Year,No,11614,1064,1479
593476,Male,35,1,48,1,1-2 Year,No,15733.5,182,340
216636,Male,34,1,41,1,1-2 Year,No,14571.5,868,2873
259871,Male,18,1,35,1,< 1 Year,No,16097.5,1064,4012
407158,Male,19,1,31,0,< 1 Year,Yes,1315,1064,1411
282167,Female,48,1,35,1,1-2 Year,No,12045,182,2142
295908,Male,33,1,53,0,1-2 Year,Yes,17270,182,3876
412630,Female,45,1,31,0,1-2 Year,Yes,17077,868,765
559558,Male,58,1,53,1,1-2 Year,No,15586.5,182,425
366444,Female,53,1,37,1,1-2 Year,No,12732,1064,2465
568012,Male,34,1,35,1,1-2 Year,No,14441.5,315,1275
291743,Male,39,1,46,0,1-2 Year,Yes,22963,868,4828
388132,Male,49,1,35,1,1-2 Year,No,22593.5,84,3587
630319,Female,36,1,35,0,1-2 Year,Yes,17789,182,1887
424200,Female,58,1,22,1,1-2 Year,No,13161.5,854,2703
623290,Female,14,1,40,1,< 1 Year,No,20617,1064,3247
258538,Female,16,1,14,0,< 1 Year,Yes,31766,1064,4658
355243,Female,14,1,14,0,< 1 Year,Yes,34045,1120,238
632540,Female,18,1,13,1,< 1 Year,No,14665,1064,612
366884,Female,15,1,40,0,< 1 Year,Yes,28494,1064,748
313902,Female,19,1,36,1,< 1 Year,No,19398.5,1064,2397
589571,Female,53,1,35,1,1-2 Year,No,17594.5,182,1462
336528,Male,31,1,35,0,1-2 Year,No,32421,868,1275
640257,Female,15,1,18,1,< 1 Year,No,10786,1064,2380
360939,Male,72,1,35,0,1-2 Year,Yes,1315,854,1309
462870,Male,14,1,40,1,< 1 Year,No,17319,1064,170
377172,Female,16,1,44,0,< 1 Year,Yes,16397.5,1064,1649
501493,Male,60,1,35,0,> 2 Years,Yes,1315,1092,1241
302306,Male,53,1,35,1,1-2 Year,No,23681.5,868,4845
460540,Male,20,1,44,1,< 1 Year,No,11669.5,1064,1785
400269,Female,55,1,33,1,1-2 Year,No,22500,868,255
278305,Female,43,1,14,0,1-2 Year,Yes,14678,1092,1683
236278,Female,20,1,35,1,< 1 Year,No,16651,1064,3791
657766,Female,39,1,40,0,1-2 Year,Yes,11971.5,868,816
596169,Female,22,1,14,0,1-2 Year,Yes,1315,1141,578
413868,Male,26,1,39,0,< 1 Year,No,16483.5,1064,4539
450675,Male,40,1,30,1,1-2 Year,No,13340.5,182,1598
379819,Male,36,1,36,1,1-2 Year,No,14606.5,868,4862
364231,Female,16,1,22,1,< 1 Year,No,18553.5,1064,1955
399728,Female,23,1,48,1,< 1 Year,No,13773,1064,2244
708034,Female,39,1,35,0,1-2 Year,Yes,21049,182,2754
703638,Female,54,1,10,1,1-2 Year,No,11147,1064,4437
328730,Female,18,1,11,1,< 1 Year,No,16529,1064,2618
268832,Female,18,1,54,0,< 1 Year,Yes,15188,1064,3672
254766,Female,44,1,53,0,1-2 Year,Yes,20909,1092,1717
281240,Female,34,1,35,1,1-2 Year,Yes,20963,182,1734
230923,Male,17,1,39,1,< 1 Year,No,24564.5,1064,629
630490,Female,43,1,36,0,1-2 Year,Yes,14335.5,182,3009
652114,Male,31,1,48,1,1-2 Year,No,7284,1064,3417
235148,Male,25,1,43,1,< 1 Year,No,14520,1064,1581
266931,Male,17,1,13,1,< 1 Year,No,13422,1064,3791
518414,Female,18,1,17,1,< 1 Year,No,12931,1064,544
320344,Female,35,1,48,0,1-2 Year,Yes,26728,182,1292
353218,Male,33,1,40,1,1-2 Year,No,13711,182,4233
451781,Female,14,1,43,1,< 1 Year,No,16921,1120,4437
537259,Male,34,1,35,0,1-2 Year,Yes,17437.5,868,1445
358899,Male,31,1,52,1,1-2 Year,No,14588,182,1853
571309,Male,68,1,27,1,1-2 Year,No,1315,182,3723
453948,Female,15,1,37,1,< 1 Year,No,14777,1064,1802
592572,Male,17,1,20,1,< 1 Year,No,1315,1064,1649
492785,Male,51,1,20,0,> 2 Years,Yes,13697,175,816
335304,Male,50,1,23,0,1-2 Year,Yes,15260,868,1853
595966,Female,14,1,54,1,< 1 Year,No,1315,1120,3145
364232,Female,24,1,48,1,< 1 Year,No,16311.5,1064,2074
225996,Male,47,1,35,0,1-2 Year,Yes,22132,203,816
262132,Female,41,1,35,0,1-2 Year,Yes,22288.5,182,1088
354681,Male,37,1,57,0,1-2 Year,Yes,1315,56,3162
514677,Male,34,1,15,1,1-2 Year,No,1315,182,4845
292194,Female,15,1,35,0,< 1 Year,Yes,14110,182,3842
206496,Male,22,1,15,1,< 1 Year,No,13206,1120,1088
228810,Male,59,1,35,0,1-2 Year,Yes,15589.5,868,2125
581104,Female,23,1,35,0,< 1 Year,No,35595,1064,2057
213196,Male,31,1,43,0,1-2 Year,No,12839.5,868,2618
262426,Female,17,1,10,0,< 1 Year,Yes,23813.5,1120,1853
453203,Male,48,1,53,0,> 2 Years,Yes,14473,868,4811
502833,Female,29,1,44,0,1-2 Year,Yes,30349.5,1064,2312
693936,Female,36,1,35,0,1-2 Year,Yes,22698,868,2312
562423,Female,17,1,32,0,< 1 Year,Yes,11660,1064,816
503816,Male,41,1,35,1,1-2 Year,No,17918.5,385,918
690210,Female,16,1,35,1,< 1 Year,No,25144,1064,2703
427047,Male,31,1,25,0,1-2 Year,Yes,12257,182,1309
590340,Male,36,1,22,0,1-2 Year,Yes,15628,868,238
488396,Female,22,1,48,1,< 1 Year,No,1315,1064,1836
519462,Female,33,1,43,0,1-2 Year,Yes,14306.5,182,1326
364499,Female,47,1,42,0,1-2 Year,Yes,35569,182,2091
250486,Female,32,1,35,0,1-2 Year,Yes,21145.5,182,4471
221844,Male,41,1,35,0,1-2 Year,Yes,1315,182,1445
268228,Female,33,1,35,0,> 2 Years,Yes,23873,868,595
505475,Male,48,1,38,0,1-2 Year,Yes,1315,1099,3026
338132,Male,56,1,46,1,1-2 Year,No,14237.5,973,3570
387680,Female,19,1,34,1,< 1 Year,No,18896,1064,289
652363,Male,35,1,35,1,1-2 Year,No,19607.5,182,2958
654083,Female,23,1,21,1,< 1 Year,No,16212,1064,1428
307363,Male,23,1,35,0,1-2 Year,Yes,19234.5,1078,1139
530958,Female,24,1,35,1,< 1 Year,No,25522.5,868,2329
427034,Female,19,1,20,0,< 1 Year,No,17317.5,1092,493
375561,Male,53,1,15,0,1-2 Year,Yes,24086,868,3689
576054,Male,16,1,32,1,< 1 Year,No,25966,1057,3502
593879,Female,35,1,35,0,1-2 Year,Yes,25503,182,4301
354269,Male,48,1,53,0,1-2 Year,Yes,18272.5,868,3553
264822,Female,59,1,35,1,1-2 Year,No,16947.5,182,306
260864,Male,18,1,25,0,< 1 Year,Yes,10415.5,1064,2244
327713,Male,29,1,35,0,1-2 Year,Yes,13339,868,1921
582479,Female,19,1,52,1,< 1 Year,No,9580,1064,1904
705100,Male,56,1,18,1,1-2 Year,No,18955.5,840,697
311437,Female,14,1,15,0,< 1 Year,No,16872,1120,3383
240059,Female,36,1,10,1,1-2 Year,Yes,1315,1092,3859
517925,Female,17,1,13,1,< 1 Year,No,16827,1064,187
572011,Female,37,1,53,0,1-2 Year,Yes,15837,1092,3060
616666,Female,27,1,53,0,1-2 Year,Yes,11305.5,182,663
387161,Female,33,1,35,1,1-2 Year,No,17948,364,2329
491023,Male,19,1,36,0,< 1 Year,Yes,22320.5,1064,3774
433104,Male,57,1,35,1,1-2 Year,No,21199,182,1938
673397,Female,41,1,50,1,1-2 Year,No,10879.5,182,4675
463772,Male,36,1,10,1,1-2 Year,No,14730.5,182,3162
355513,Female,27,1,35,0,1-2 Year,Yes,1315,1099,2924
388542,Female,31,1,35,0,> 2 Years,Yes,21037.5,868,3689
586936,Male,32,1,15,0,1-2 Year,Yes,22546.5,868,544
462513,Female,17,1,38,0,< 1 Year,No,1315,1064,1785
567674,Female,54,1,54,1,1-2 Year,No,18598,182,697
292805,Male,40,1,48,0,1-2 Year,Yes,1315,1120,833
279841,Female,15,1,15,0,< 1 Year,Yes,15003,1064,3655
403802,Female,33,1,48,0,1-2 Year,Yes,19044,84,4267
377729,Male,29,1,35,0,1-2 Year,Yes,18482,868,4760
371992,Male,45,1,55,0,1-2 Year,Yes,1315,182,3179
416865,Female,26,1,30,0,1-2 Year,Yes,1315,1092,3060
560959,Female,65,1,14,1,1-2 Year,No,18698.5,182,3519
335709,Female,15,1,43,1,< 1 Year,No,1315,1064,4743
209706,Male,34,1,15,0,1-2 Year,Yes,23466,868,612
268227,Female,23,1,17,1,< 1 Year,No,7849,1064,2482
600021,Male,23,1,11,0,1-2 Year,Yes,1315,1092,2057
208143,Female,32,1,16,1,1-2 Year,No,1315,1064,3434
281942,Female,15,1,35,1,< 1 Year,No,21449,1064,4794
442391,Female,30,1,46,0,1-2 Year,Yes,18329.5,868,2329
320132,Male,47,1,55,1,1-2 Year,No,1315,182,4131
605033,Female,16,1,37,1,< 1 Year,No,13630,1064,187
689046,Male,14,1,15,1,< 1 Year,No,30906.5,1120,2499
288858,Male,20,1,9,1,< 1 Year,No,14941,1064,867
505386,Male,39,1,35,0,1-2 Year,Yes,14899.5,182,1938
490618,Female,38,1,26,0,1-2 Year,Yes,16209.5,217,1972
432756,Male,36,1,35,0,1-2 Year,Yes,13728,182,2873
563528,Male,49,1,55,0,1-2 Year,No,1315,182,714
460344,Female,17,1,10,0,< 1 Year,No,23794.5,1064,2550
225265,Male,37,1,35,0,1-2 Year,Yes,1315,868,3604
439765,Male,36,1,46,0,1-2 Year,Yes,14700,868,170
505523,Male,50,1,48,0,1-2 Year,Yes,24528.5,868,2278
203556,Male,19,1,12,0,< 1 Year,Yes,15305,1120,1377
315005,Female,15,1,15,0,< 1 Year,No,14761,1064,1649
561406,Female,20,1,22,1,< 1 Year,No,17434.5,1064,527
513809,Female,69,1,15,0,> 2 Years,Yes,13252.5,182,1445
617879,Female,19,1,48,1,< 1 Year,No,12047,1064,1751
358465,Female,18,1,48,1,< 1 Year,No,25866.5,1064,4641
521195,Male,15,1,34,1,< 1 Year,No,1315,1120,2363
228414,Male,43,1,35,0,> 2 Years,Yes,20007.5,175,2788
382358,Female,14,1,46,0,< 1 Year,Yes,13735,1064,2686
314536,Female,20,1,31,0,1-2 Year,Yes,1315,1092,2006
221285,Male,51,1,53,1,1-2 Year,No,16072,182,289
487936,Male,47,1,35,0,1-2 Year,Yes,25451.5,182,544
496227,Female,46,1,56,0,1-2 Year,Yes,17675,182,4301
345541,Male,40,1,40,0,1-2 Year,Yes,16155.5,868,1122
536786,Female,22,1,13,1,< 1 Year,No,16452.5,1064,5083
453546,Male,34,1,40,0,1-2 Year,Yes,15103.5,868,1717
219946,Female,17,1,53,0,< 1 Year,Yes,13388.5,1064,4845
556570,Male,46,1,49,0,1-2 Year,Yes,1315,182,4284
530382,Male,16,1,44,0,< 1 Year,Yes,1315,1120,4590
400710,Female,35,1,35,0,1-2 Year,Yes,24515,252,2006
547718,Male,41,1,46,0,1-2 Year,Yes,1315,868,4930
513024,Male,16,1,53,1,< 1 Year,No,10887,1120,3315
211680,Female,36,1,35,0,> 2 Years,Yes,22988.5,182,493
514432,Female,38,1,35,1,1-2 Year,No,22791.5,182,2618
278629,Female,26,1,42,1,< 1 Year,No,16033.5,1064,1343
417270,Female,41,1,35,0,> 2 Years,Yes,15359.5,182,5083
536531,Male,62,1,52,0,1-2 Year,Yes,11643.5,1078,4794
350395,Male,20,1,25,1,< 1 Year,No,14057.5,1064,4148
601700,Female,22,1,35,1,< 1 Year,No,1315,1064,2295
247652,Female,39,1,35,0,1-2 Year,Yes,32322,1036,3230
463260,Male,19,1,22,1,< 1 Year,No,15190,1064,3128
669812,Male,41,1,35,0,1-2 Year,Yes,20780,868,4403
242895,Male,32,1,35,1,1-2 Year,No,18061.5,868,3451
295924,Female,56,1,42,0,1-2 Year,Yes,18502.5,182,1819
381212,Female,24,1,35,1,1-2 Year,No,30372.5,868,3995
563391,Female,15,1,56,0,1-2 Year,Yes,1315,1078,3689
675679,Male,34,1,35,0,1-2 Year,Yes,41299,868,1768
333091,Female,33,1,35,0,1-2 Year,Yes,33465.5,868,1054
585425,Male,66,1,37,1,1-2 Year,No,23770.5,1064,2057
496014,Male,23,1,48,0,< 1 Year,Yes,13941.5,1064,2380
283538,Male,31,1,53,1,1-2 Year,No,14679.5,182,3094
420337,Female,34,1,57,0,1-2 Year,Yes,23645.5,448,3604
359103,Female,13,1,32,0,< 1 Year,No,1315,1120,2142
686645,Female,40,1,17,1,1-2 Year,No,12333,1064,1054
677446,Female,22,1,28,1,< 1 Year,No,15210.5,1064,1462
488966,Female,15,1,37,0,< 1 Year,Yes,13271.5,1064,493
347577,Female,40,1,35,0,1-2 Year,Yes,17875,868,731
242611,Male,37,1,57,0,> 2 Years,Yes,14681,1092,1241
244839,Female,37,1,15,1,1-2 Year,No,21608.5,182,1632
544459,Male,16,1,13,0,< 1 Year,Yes,14548.5,1057,1615
246098,Male,61,1,35,0,1-2 Year,Yes,27506,182,3400
439711,Male,33,1,57,1,1-2 Year,No,19863.5,868,816
632802,Male,19,1,17,1,< 1 Year,No,11357,1064,1241
250885,Female,38,1,35,1,1-2 Year,No,14348,868,3179
425969,Female,19,1,18,1,< 1 Year,No,12977.5,1064,340
289057,Male,18,1,35,0,< 1 Year,Yes,23829.5,1064,5066
506013,Male,18,1,48,0,< 1 Year,No,21831,1064,850
462873,Female,30,1,52,1,1-2 Year,No,20856.5,182,2686
584461,Female,15,1,36,1,< 1 Year,No,15211.5,1064,2006
263957,Male,19,1,17,1,< 1 Year,No,12256.5,1064,3536
560591,Male,16,1,53,1,< 1 Year,No,16504,1064,2414
446381,Female,14,1,37,1,< 1 Year,No,16302.5,1064,2431
648101,Male,35,1,35,0,1-2 Year,Yes,18406.5,182,4403
330561,Female,40,1,43,1,1-2 Year,No,17600,868,4267
304727,Female,28,1,40,0,1-2 Year,Yes,14599.5,182,2312
202738,Male,46,1,15,1,1-2 Year,No,22447.5,868,4080
286831,Female,17,1,16,0,< 1 Year,No,20057,1064,4352
385589,Male,37,1,15,1,1-2 Year,No,1315,1064,2907
323949,Female,37,1,35,0,1-2 Year,Yes,24207,175,4998
268891,Male,17,1,37,1,< 1 Year,No,15232,1064,884
321713,Female,19,1,13,1,< 1 Year,No,1315,1064,3604
286196,Male,70,1,32,0,1-2 Year,Yes,9782.5,210,4590
454831,Female,22,1,37,1,< 1 Year,No,16393.5,1064,2499
439079,Male,45,1,44,1,1-2 Year,No,14274.5,182,2244
242190,Female,16,1,16,1,< 1 Year,No,15788,1064,4420
673138,Male,18,1,22,1,< 1 Year,No,13727.5,1064,1088
436026,Male,16,1,17,1,< 1 Year,No,15312,1064,3111
457233,Male,64,1,36,0,1-2 Year,No,20191.5,868,4250
290484,Male,36,1,35,1,1-2 Year,No,24519.5,854,3247
221421,Female,66,1,45,0,1-2 Year,Yes,15776.5,182,4148
384405,Female,16,1,10,1,< 1 Year,No,13086,1064,3910
445763,Male,45,1,35,1,1-2 Year,No,20630,868,629
662401,Male,25,1,48,1,< 1 Year,No,22382.5,1064,2567
267944,Male,24,1,35,0,1-2 Year,No,20100.5,182,2431
537636,Male,18,1,54,0,< 1 Year,Yes,13484.5,1120,4641
398541,Female,44,1,48,1,1-2 Year,No,16838,182,2703
288220,Female,23,1,43,1,< 1 Year,No,17075,1064,2771
691720,Female,46,1,54,1,1-2 Year,No,17602.5,868,2567
504778,Male,26,1,37,1,< 1 Year,No,1315,1064,4947
407560,Female,21,1,35,1,< 1 Year,No,18495,1064,1139
427901,Male,41,1,35,0,> 2 Years,Yes,13095.5,854,3281
409671,Male,16,1,9,0,< 1 Year,Yes,17502,1064,3264
499301,Female,16,1,57,0,< 1 Year,Yes,13657,1064,1139
484621,Male,36,1,35,0,1-2 Year,Yes,18422,182,4624
509602,Male,44,1,35,0,> 2 Years,Yes,25809.5,182,1275
216824,Female,33,1,50,0,1-2 Year,No,1315,1099,4488
278525,Male,53,1,53,0,1-2 Year,No,15127,868,612
379758,Male,18,1,42,1,< 1 Year,No,15352.5,1120,4454
223674,Male,62,1,35,0,1-2 Year,Yes,32095.5,182,850
550720,Male,42,1,46,0,1-2 Year,Yes,1315,182,3519
499650,Male,16,1,36,1,< 1 Year,No,17586.5,1064,4267
404071,Male,13,1,46,1,< 1 Year,No,17125.5,1120,4964
436253,Male,22,1,20,1,< 1 Year,No,14775,1120,2193
559881,Female,32,1,22,0,1-2 Year,No,16721,1064,1836
480586,Male,15,1,26,1,< 1 Year,No,19382,1064,1207
275570,Female,26,1,57,0,1-2 Year,Yes,1315,1092,3060
296124,Female,19,1,52,1,< 1 Year,No,18857,1057,1343
671215,Female,19,1,38,1,< 1 Year,No,1315,854,1904
439965,Female,33,1,48,0,1-2 Year,Yes,1315,182,4692
486269,Male,48,1,35,1,1-2 Year,No,20451.5,182,2210
209623,Female,17,1,15,0,< 1 Year,Yes,15455,1064,2346
403945,Female,15,1,23,0,< 1 Year,Yes,16077.5,1064,2941
347876,Female,15,1,32,0,< 1 Year,Yes,13842,1064,4862
